"Control Record Model for: "	Merchandising Loan
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"CR"	CR Merchandising Loan Arrangement Instance Record	""	"Fulfill any scheduled and ad-hoc obligations under a service arrangement, most typically for a financial product or facility  within Merchandising Loan. . Example: Perform the scheduled (e.g. statements, standing orders) and ad-hoc/requested (e.g. balance inquiries, fund transfers) fulfillment tasks for a customer current account facility."	""
"CR"	CR Merchandising Loan Arrangement Instance Record	Merchandising Loan Arrangement Parameter Type	"A Classification value that distinguishes between arrangements according to the type of business services within Merchandising Loan Arrangement"	String
"CR"	CR Merchandising Loan Arrangement Instance Record	Merchandising Loan Arrangement Selected Option	"A selected optional business service as subject matter of Merchandising Loan Arrangement"	String
"CR"	CR Merchandising Loan Arrangement Instance Record	Merchandising Loan Arrangement Type	"The type of Merchandising Loan Arrangement"	String
"CR"	CR Merchandising Loan Arrangement Instance Record	Merchandising Loan Arrangement Reference	"Reference to Merchandising Loan Arrangement"	Object
"CR"	CR Merchandising Loan Arrangement Instance Record	Merchandising Loan Arrangement Schedule	"Timetable to fulfill Merchandising Loan Arrangement"	String
"CR"	CR Merchandising Loan Arrangement Instance Record	Merchandising Loan Arrangement Status	"The status of Merchandising Loan Arrangement"	String
"CR"	CR Merchandising Loan Arrangement Instance Record	Merchandising Loan Arrangement Associated Party	"Reference to the party who is involved in Merchandising Loan Arrangement"	String
"CR"	CR Merchandising Loan Arrangement Instance Record	Merchandising Loan Arrangement Currency	"The curreny which is arranged in Merchandising Loan Arrangement"	CurrencyCode
"CR"	CR Merchandising Loan Arrangement Instance Record	Merchandising Loan Arrangement Regulation Reference	"Reference to the regulation which is defined in Merchandising Loan Arrangement"	Object
"CR"	CR Merchandising Loan Arrangement Instance Record	Merchandising Loan Arrangement Regulation Type	"A Classification that distinguishes between the regularity domains of Merchandising Loan Arrangement"	String
"CR"	CR Merchandising Loan Arrangement Instance Record	Merchandising Loan Arrangement Jurisdiction	"Reference to the jurisdiction that is assigned to Merchandising Loan Arrangement in case of legal dispute."	String
"CR"	CR Merchandising Loan Arrangement Instance Record	Merchandising Loan Arrangement Booking Location	"The financial accounting unit into which the financial events, with regard to the origination and fulfillment of the agreement in the context of Merchandising Loan Arrangement, are entered."	String
