"Control Record Model for: "	Lead and Opportunity Management
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"CR"	CR Lead and Opportunity Procedure Instance Record	""	""	""
"CR"	CR Lead and Opportunity Procedure Instance Record	Customer Reference	"Reference to the associated customer (can currently be a person or a company)"	Object
"CR"	CR Lead and Opportunity Procedure Instance Record	Customer Campaign Reference	"Reference to the customer campaign generating the lead (if the opportunity is generated by a campaign)"	Object
"CR"	CR Lead and Opportunity Procedure Instance Record	Customer Campaign Type	"The type of campaign (e.g. cross-sell, up-sell, retention)"	String
"CR"	CR Lead and Opportunity Procedure Instance Record	Customer Campaign Version Number	"The version number of the campaign (used to track campaign impact)"	String
"CR"	CR Lead and Opportunity Procedure Instance Record	ProductandService Type	"The type of product or service identified in the lead/opportunity"	String
"CR"	CR Lead and Opportunity Procedure Instance Record	Product Instance Reference	"Reference to a specific product instance if the lead is an up-sell to an existing product agreement"	Object
"CR"	CR Lead and Opportunity Procedure Instance Record	Employee/Business Unit Reference	"Employees involved in capturing the lead/opportunity"	Object
"CR"	CR Lead and Opportunity Procedure Instance Record	Lead and Opportunity Description	"Narrative/description of the opportunity if available"	String
"CR"	CR Lead and Opportunity Procedure Instance Record	Date/Time/Location	"Date and time and the location the lead/opportunity was captured"	String
"BQ"	BQ Development Instance Record	""	""	""
"BQ"	BQ Development Instance Record	Employee/Business Unit Reference	"Employees involved in progressing the lead/opportunity"	Object
"BQ"	BQ Development Instance Record	Customer Contact Record Reference	"Reference to a contact event log"	Object
"BQ"	BQ Development Instance Record	Correspondence Instance Reference	"Reference to the correspondence generated and received"	Object
"BQ"	BQ Development Instance Record	Correspondence Content	"Correspondence content - messages sent to and received from involved parties"	String
"BQ"	BQ Development Instance Record	Document Directory Entry Instance Reference	"The document reference for associated documents"	Object
"BQ"	BQ Development Instance Record	Document Content	"Document copy/content - legal or significant documents created & referenced"	String
"BQ"	BQ Development Instance Record	Lead Development Work Products	"Work documentation, forms and schedules produced and referenced during the lead development"	String
"BQ"	BQ Development Instance Record	Lead Development Task Result	"The outcome of the lead development workstep"	String
"BQ"	BQ Development Instance Record	Date/Time/Location	"Date and time and the location the lead/opportunity was developed"	String
