Service Operations for: ,Current Account,,,,
,5,in,Bank Branch/Location Reference,CR Current Account Arrangement Instance Record,
,6,in,Account Type,CR Current Account Arrangement Instance Record,AccountType
,7,in,Account Currency,CR Current Account Arrangement Instance Record,AccountCurrency
,8,in,Entitlement Option Setting,CR Current Account Arrangement Instance Record,
,9,in,Restriction Option Setting,CR Current Account Arrangement Instance Record,
,10,out,Association Type,CR Current Account Arrangement Instance Record,
,11,out,Association Obligation/Entitlement,CR Current Account Arrangement Instance Record,
,12,out,Association Reference,CR Current Account Arrangement Instance Record,
,13,out,Position Limit Settings,CR Current Account Arrangement Instance Record,
,14,in,Position Limit Value,CR Current Account Arrangement Instance Record,
,15,inout,Date Type,CR Current Account Arrangement Instance Record,
,16,inout,Issued Inventory Instance Record,BQ Issued Device Instance Record,
,17,in,Issued Inventory Type,BQ Issued Device Instance Record,
,18,inout,Issued Inventory Description,BQ Issued Device Instance Record,
,19,inout,Issued Inventory Option Definition,BQ Issued Device Instance Record,
,20,inout,Issued Inventory Option Setting,BQ Issued Device Instance Record,
,21,inout,Issued Inventory Property Type,BQ Issued Device Instance Record,
,22,inout,Issued Inventory Property Value,BQ Issued Device Instance Record,
,23,inout,Issued Inventory Status,BQ Issued Device Instance Record,
,,,,,
Put,/current-account/{sd-identifier}/issued-device/{crbq-identifier}/update,,,,
,1,inout,Issued Inventory Instance Record,BQ Issued Device Instance Record,
,2,inout,Issued Inventory Type,BQ Issued Device Instance Record,
,3,inout,Issued Inventory Description,BQ Issued Device Instance Record,
,4,inout,Issued Inventory Option Definition,BQ Issued Device Instance Record,
,5,inout,Issued Inventory Option Setting,BQ Issued Device Instance Record,
,6,inout,Issued Inventory Property Type,BQ Issued Device Instance Record,
,7,inout,Issued Inventory Property Value,BQ Issued Device Instance Record,
,8,inout,Issued Inventory Status,BQ Issued Device Instance Record,
,,,,,
Put,/current-account/{sd-identifier}/issued-device/{crbq-identifier}/requisition,,,,
,1,in,Issued Inventory Instance Record,BQ Issued Device Instance Record,
,2,in,Issued Inventory Type,BQ Issued Device Instance Record,
,3,out,Issued Inventory Description,BQ Issued Device Instance Record,
,4,out,Issued Inventory Option Definition,BQ Issued Device Instance Record,
,5,inout,Issued Inventory Option Setting,BQ Issued Device Instance Record,
,6,out,Issued Inventory Property Type,BQ Issued Device Instance Record,
,7,inout,Issued Inventory Property Value,BQ Issued Device Instance Record,
,8,inout,Issued Inventory Status,BQ Issued Device Instance Record,
,,,,,
Get,/current-account/{sd-identifier}/issued-device/{crbq-identifier}/retrieval,,,,
,1,out,Issued Inventory Instance Record,BQ Issued Device Instance Record,
,2,out,Issued Inventory Type,BQ Issued Device Instance Record,
,3,out,Issued Inventory Description,BQ Issued Device Instance Record,
,4,out,Issued Inventory Option Definition,BQ Issued Device Instance Record,
,5,out,Issued Inventory Option Setting,BQ Issued Device Instance Record,
,6,out,Issued Inventory Property Type,BQ Issued Device Instance Record,
,7,out,Issued Inventory Property Value,BQ Issued Device Instance Record,
,8,out,Issued Inventory Status,BQ Issued Device Instance Record,
