"Control Record Model for: "	Financial Market Analysis
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"CR"	CR Financial Market Analysis Instance Record	""	"Analyze the performance or behavior of some on-going activity or entity  within Financial Market Analysis. . Examples: Provide behavioral insights and analysis into customer behavior and analyze financial market activity in order to identify opportunities, define pricing and evaluate risks.. . Analyze the performance or behavior of some on-going activity or entity. Examples: Provide behavioral insights and analysis into customer behavior and analyze financial market activity in order to identify opportunities, define pricing and evaluate risks."	""
"CR"	CR Financial Market Analysis Instance Record	Financial Market Analysis Parameter Type	"A Classification value that distinguishes between Analysis according to the type of business services and/or type of concern defined within Financial Market Analysis . Eg Market Analysis, Risk Analysis, Perfomance Analysis, etc."	String
"CR"	CR Financial Market Analysis Instance Record	Financial Market Analysis Selected Option	"A selected optional business service as subject matter of analysis"	String
"CR"	CR Financial Market Analysis Instance Record	Financial Market Analysis Request	"Request to perform Financial Market Analysis"	String
"CR"	CR Financial Market Analysis Instance Record	Financial Market Analysis Schedule	"Timetable to perform Financial Market Analysis"	String
"CR"	CR Financial Market Analysis Instance Record	Financial Market Analysis Status	"The status of Financial Market Analysis"	String
"CR"	CR Financial Market Analysis Instance Record	Financial Market Analysis Usage Log	"Reference to the log of (usage) ativities/events of Financial Market Analysis"	String
"CR"	CR Financial Market Analysis Instance Record	Financial Market Analysis Requester Reference	"Reference to the party who has requested Financial Market Analysis"	Object
"BQ"	BQ Financial Market Analysis Outcome Instance Record	""	""	""
"BQ"	BQ Financial Market Analysis Outcome Instance Record	Financial Market Analysis Work Product	""	String
"BQ"	BQ Financial Market Analysis Outcome Instance Record	Financial Market Analysis Analysis Type	""	String
"BQ"	BQ Financial Market Insight Instance Record	""	"Analyze the performance or behavior of some on-going activity or entity  within Financial Market Analysis. . Examples: Provide behavioral insights and analysis into customer behavior and analyze financial market activity in order to identify opportunities, define pricing and evaluate risks.. . Analyze the performance or behavior of some on-going activity or entity. Examples: Provide behavioral insights and analysis into customer behavior and analyze financial market activity in order to identify opportunities, define pricing and evaluate risks."	""
"BQ"	BQ Financial Market Insight Instance Record	Financial Market Insight Preconditions	"The required status/situation before the algorithm can be applied"	String
"BQ"	BQ Financial Market Insight Instance Record	Financial Market Insight Analysis Schedule	"The schedule and timing of the analysis performed using the algorithm"	String
"BQ"	BQ Financial Market Insight Instance Record	Financial Market Insight Version Number	"The algorithm version employed in the analysis"	String
"BQ"	BQ Financial Market Insight Instance Record	Financial Market Analysis	"The Financial Market Analysis specific  Business Service"	Business Service
"BQ"	BQ Financial Market Insight Instance Record	Financial Market Analysis Service Type	"Reference to the specific business service type"	String
"BQ"	BQ Financial Market Insight Instance Record	Financial Market Analysis Service Description	"Description of the performed business service"	String
"BQ"	BQ Financial Market Insight Instance Record	Financial Market Analysis Service Inputs and Ouputs	"Mandatory and optional inputs and output information for the business service"	String
"BQ"	BQ Financial Market Insight Instance Record	Financial Market Analysis Service Work Product	"Documentation, meeting schedules, notes, reasearch. calculations and any other work products produced by the business service"	String
"BQ"	BQ Financial Market Insight Instance Record	Financial Market Analysis Service Name	""	String
