"Control Record Model for: "	Branch Currency Distribution
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure ProductandService Type	"A Classification value that distinguishes between the type of products/services related to Cash Distribution Procedure "	String
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure ProductandService Instance	"Reference to the product or service that is related to  Cash Distribution Procedure"	String
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure Transaction Type	"A Classification value that distinguishes between the type of transactions in Cash Distribution Procedure "	String
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure Transaction	"Reference to the transaction that is related to  Cash Distribution Procedure "	String
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure Financial Transaction Arrangement	"Reference to the Financial Transaction Arrangement that is related to  Cash Distribution Procedure "	String
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure Customer Agreement Reference	"Reference to the Customer Agreement that is related to  Cash Distribution Procedure "	Object
"BQ"	BQ Inventory Distribution Oversight Instance Record	""	"Complete work tasks following a defined procedure in support of general office activities and product and service delivery  within Branch Currency Distribution. . Example: Process the evaluation and completion of customer offers."	""
"BQ"	BQ Inventory Distribution Oversight Instance Record	Inventory Distribution Oversight Preconditions	"The required status/situation and or tasks that need to be completed prior to the initiation of the workstep"	String
"BQ"	BQ Inventory Distribution Oversight Instance Record	Inventory Distribution Oversight Business Unit/Employee Reference	"The operating unit/employee responsible for the workstep"	Object
"BQ"	BQ Inventory Distribution Oversight Instance Record	Inventory Distribution Oversight Work Schedule	"The timing and key actions/milestones making up the workstep"	String
"BQ"	BQ Inventory Distribution Oversight Instance Record	Inventory Distribution Oversight	"The Cash Distribution Procedure specific Business Service"	Business Service
"BQ"	BQ Inventory Distribution Oversight Instance Record	Inventory Distribution Oversight Postconditions	"The completion status and reference to subsequent actions that may be triggered on completion of the workstep"	String
"BQ"	BQ Inventory Distribution Oversight Instance Record	Inventory Distribution Oversight Inventory Distribution Oversight Service Type	"Reference to the specific business service type"	String
"BQ"	BQ Inventory Distribution Oversight Instance Record	Inventory Distribution Oversight Inventory Distribution Oversight Service Description	"Description of the performed business service"	String
"BQ"	BQ Inventory Distribution Oversight Instance Record	Inventory Distribution Oversight Inventory Distribution Oversight Service Inputs and Ouputs	"Mandatory and optional inputs and output information for the business service"	String
"BQ"	BQ Inventory Distribution Oversight Instance Record	Inventory Distribution Oversight Inventory Distribution Oversight Service Work Product	"Documentation, meeting schedules, notes, reasearch. calculations and any other work products produced by the business service"	String
"BQ"	BQ Inventory Distribution Oversight Instance Record	Inventory Distribution Oversight Inventory Distribution Oversight Service Name	""	String
"BQ"	BQ Distribution Planning Instance Record	""	"Complete work tasks following a defined procedure in support of general office activities and product and service delivery  within Branch Currency Distribution. . Example: Process the evaluation and completion of customer offers."	""
"BQ"	BQ Distribution Planning Instance Record	Distribution Planning Preconditions	"The required status/situation and or tasks that need to be completed prior to the initiation of the workstep"	String
"BQ"	BQ Distribution Planning Instance Record	Distribution Planning Business Unit/Employee Reference	"The operating unit/employee responsible for the workstep"	Object
"BQ"	BQ Distribution Planning Instance Record	Distribution Planning Work Schedule	"The timing and key actions/milestones making up the workstep"	String
"BQ"	BQ Distribution Planning Instance Record	Distribution Planning	"The Cash Distribution Procedure specific Business Service"	Business Service
"BQ"	BQ Distribution Planning Instance Record	Distribution Planning Postconditions	"The completion status and reference to subsequent actions that may be triggered on completion of the workstep"	String
"BQ"	BQ Distribution Planning Instance Record	Distribution Planning Distribution Planning Service Type	"Reference to the specific business service type"	String
"BQ"	BQ Distribution Planning Instance Record	Distribution Planning Distribution Planning Service Description	"Description of the performed business service"	String
"BQ"	BQ Distribution Planning Instance Record	Distribution Planning Distribution Planning Service Inputs and Ouputs	"Mandatory and optional inputs and output information for the business service"	String
"BQ"	BQ Distribution Planning Instance Record	Distribution Planning Distribution Planning Service Work Product	"Documentation, meeting schedules, notes, reasearch. calculations and any other work products produced by the business service"	String
"BQ"	BQ Distribution Planning Instance Record	Distribution Planning Distribution Planning Service Name	""	String
"BQ"	BQ Branch Currency Distribution Outcome Instance Record	""	""	""
"BQ"	BQ Branch Currency Distribution Outcome Instance Record	Branch Currency Distribution Work Product	""	CurrencyCode
"BQ"	BQ Branch Currency Distribution Outcome Instance Record	Branch Currency Distribution Procedure	""	CurrencyCode
"BQ"	BQ Inventory Provisioning Instance Record	""	"Complete work tasks following a defined procedure in support of general office activities and product and service delivery  within Branch Currency Distribution. . Example: Process the evaluation and completion of customer offers."	""
"BQ"	BQ Inventory Provisioning Instance Record	Inventory Provisioning Preconditions	"The required status/situation and or tasks that need to be completed prior to the initiation of the workstep"	String
"BQ"	BQ Inventory Provisioning Instance Record	Inventory Provisioning Business Unit/Employee Reference	"The operating unit/employee responsible for the workstep"	Object
"BQ"	BQ Inventory Provisioning Instance Record	Inventory Provisioning Work Schedule	"The timing and key actions/milestones making up the workstep"	String
"BQ"	BQ Inventory Provisioning Instance Record	Inventory Provisioning	"The Cash Distribution Procedure specific Business Service"	Business Service
"BQ"	BQ Inventory Provisioning Instance Record	Inventory Provisioning Postconditions	"The completion status and reference to subsequent actions that may be triggered on completion of the workstep"	String
"BQ"	BQ Inventory Provisioning Instance Record	Inventory Provisioning Inventory Provisioning Service Type	"Reference to the specific business service type"	String
"BQ"	BQ Inventory Provisioning Instance Record	Inventory Provisioning Inventory Provisioning Service Description	"Description of the performed business service"	String
"BQ"	BQ Inventory Provisioning Instance Record	Inventory Provisioning Inventory Provisioning Service Inputs and Ouputs	"Mandatory and optional inputs and output information for the business service"	String
"BQ"	BQ Inventory Provisioning Instance Record	Inventory Provisioning Inventory Provisioning Service Work Product	"Documentation, meeting schedules, notes, reasearch. calculations and any other work products produced by the business service"	String
"BQ"	BQ Inventory Provisioning Instance Record	Inventory Provisioning Inventory Provisioning Service Name	""	String
"BQ"	BQ Distribution Vehicle Administration Instance Record	""	"Complete work tasks following a defined procedure in support of general office activities and product and service delivery  within Branch Currency Distribution. . Example: Process the evaluation and completion of customer offers."	""
"BQ"	BQ Distribution Vehicle Administration Instance Record	Distribution Vehicle Administration Preconditions	"The required status/situation and or tasks that need to be completed prior to the initiation of the workstep"	String
"BQ"	BQ Distribution Vehicle Administration Instance Record	Distribution Vehicle Administration Business Unit/Employee Reference	"The operating unit/employee responsible for the workstep"	Object
"BQ"	BQ Distribution Vehicle Administration Instance Record	Distribution Vehicle Administration Work Schedule	"The timing and key actions/milestones making up the workstep"	String
"BQ"	BQ Distribution Vehicle Administration Instance Record	Vehicle Administration	"The Cash Distribution Procedure specific Business Service"	Business Service
"BQ"	BQ Distribution Vehicle Administration Instance Record	Distribution Vehicle Administration Postconditions	"The completion status and reference to subsequent actions that may be triggered on completion of the workstep"	String
"BQ"	BQ Distribution Vehicle Administration Instance Record	Distribution Vehicle Administration Vehicle Administration Service Type	"Reference to the specific business service type"	String
"BQ"	BQ Distribution Vehicle Administration Instance Record	Distribution Vehicle Administration Vehicle Administration Service Description	"Description of the performed business service"	String
"BQ"	BQ Distribution Vehicle Administration Instance Record	Distribution Vehicle Administration Vehicle Administration Service Inputs and Ouputs	"Mandatory and optional inputs and output information for the business service"	String
"BQ"	BQ Distribution Vehicle Administration Instance Record	Distribution Vehicle Administration Vehicle Administration Service Work Product	"Documentation, meeting schedules, notes, reasearch. calculations and any other work products produced by the business service"	String
"BQ"	BQ Distribution Vehicle Administration Instance Record	Distribution Vehicle Administration Vehicle Administration Service Name	""	String
