"Control Record Model for: "	Branch Currency Distribution
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"CR"	CR Cash Distribution Procedure Instance Record	""	"Complete work tasks following a defined procedure in support of general office activities and product and service delivery  within Branch Currency Distribution. . Example: Process the evaluation and completion of customer offers."	""
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure Parameter Type	"A Classification value that distinguishes between Procedures according to the type of business services and/or type of concern defined within Cash Distribution Procedure"	String
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure Selected Option	"A selected optional business service as subject matter of Cash Distribution Procedure"	String
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure Request	"Request to process CashDistribution"	String
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure Schedule	"Timetable to process CashDistribution"	String
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure Status	"The status of Cash Distribution Procedure"	String
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure Reference	"Reference to the party who is involved in Cash Distribution Procedure"	Object
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure Business Unit Reference	"Reference to the business unit which is involved in Cash Distribution Procedure"	Object
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure ServiceProvider Reference	"Reference to the party who is the service provider of Cash Distribution Procedure"	Object
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure Financial Facility Reference	"Reference to the Financial Facility related to  Cash Distribution Procedure "	Object
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure Employee Reference	"Reference to the employee who is involved in Cash Distribution Procedure"	Object
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure Customer Reference	"Reference to the customer who is involved in Cash Distribution Procedure"	Object
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure Type	"A Classification value that distinguishes between the type of process undertaken within Cash Distribution Procedure"	String
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure Service Provider Schedule	"The schedule according to which the service provider will process the Cash Distribution Procedure"	String
"CR"	CR Cash Distribution Procedure Instance Record	Cash Distribution Procedure Service Type	"A Classification value that distinguishes between the type of services in Cash Distribution Procedure "	String
