"Control Record Model for: "	Commission Agreement
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"CR"	CR Employee Commission Agreement Instance Record	""	"Maintain the terms and conditions that apply to a commercial relationship within Commission Agreement.. Example: Define and maintain the terms govering the contratcual relationship with a customer."	""
"CR"	CR Employee Commission Agreement Instance Record	Employee Commission Agreement Parameter Type	"A Classification  value that distinguishes between Options defined within Employee Commission Agreement"	String
"CR"	CR Employee Commission Agreement Instance Record	Employee Commission Agreement Selected Option	"A selected optional feature in a product, identified by Parameter Type"	String
"CR"	CR Employee Commission Agreement Instance Record	Employee Commission Agreement Type	"A Classification value that distinguishes between the subject matters of Employee Commission Agreement"	String
"CR"	CR Employee Commission Agreement Instance Record	Employee Commission Agreement Reference	"Reference to Employee Commission Agreement"	Object
"CR"	CR Employee Commission Agreement Instance Record	Employee Commission Agreement Request	"Request to discharge Employee Commission Agreement"	String
"CR"	CR Employee Commission Agreement Instance Record	Employee Commission Agreement Schedule	"Timetable to discharge Employee Commission Agreement"	String
"CR"	CR Employee Commission Agreement Instance Record	Employee Commission Agreement Status	"The status of Employee Commission Agreement discharging"	String
"CR"	CR Employee Commission Agreement Instance Record	Employee Commission Agreement Associated Party	"Reference to the party who is involved in Employee Commission Agreement"	String
"CR"	CR Employee Commission Agreement Instance Record	Employee Commission Agreement Customer Reference	"Reference to the customer who is involved in Employee Commission Agreement"	Object
"CR"	CR Employee Commission Agreement Instance Record	Employee Commission Agreement Obligation	"Liability or duty to do something under the terms of Employee Commission Agreement"	String
"CR"	CR Employee Commission Agreement Instance Record	Employee Commission Agreement Entitlement	"Right to do something under the terms of Employee Commission Agreement"	String
"CR"	CR Employee Commission Agreement Instance Record	Employee Commission Agreement Regulation Reference	"Reference to the regulation which is defined in Employee Commission Agreement"	Object
"CR"	CR Employee Commission Agreement Instance Record	Employee Commission Agreement Regulation Type	"A Classification that distinguishes between the regularity domains of Employee Commission Agreement"	String
"CR"	CR Employee Commission Agreement Instance Record	Employee Commission Agreement Jurisdiction	"Reference to the jurisdiction that is assigned to Employee Commission Agreement in case of legal dispute."	String
"CR"	CR Employee Commission Agreement Instance Record	Employee Commission Agreement Account Reference	"Reference to the account which is linked to Employee Commission Agreement"	Object
"BQ"	BQ Commission Agreement Outcome Instance Record	""	""	""
"BQ"	BQ Commission Agreement Outcome Instance Record	Commission Agreement Agreement	""	String
"BQ"	BQ Commission Agreement Outcome Instance Record	Commission Agreement Work Product	""	String
"BQ"	BQ Commission Terms Instance Record	""	"Maintain the terms and conditions that apply to a commercial relationship within Commission Agreement.. Example: Define and maintain the terms govering the contratcual relationship with a customer."	""
"BQ"	BQ Commission Terms Instance Record	Commission Terms Preconditions	"The required status/situation for the terms to applyand or tasks that need to be completed prior to the initiation of the workstep"	String
"BQ"	BQ Commission Terms Instance Record	Commission Terms Term Schedule	"Any timing/duration considerations applying to the terms"	String
"BQ"	BQ Commission Terms Instance Record	Commission Terms	"The Employee Commission Agreement . specific Business Service"	Business Service
"BQ"	BQ Commission Terms Instance Record	Commission Terms Service Type	"Reference to the specific business service type"	String
"BQ"	BQ Commission Terms Instance Record	Commission Terms Service Description	"Description of the performed business service"	String
"BQ"	BQ Commission Terms Instance Record	Commission Terms Service Inputs and Ouputs	"Mandatory and optional inputs and output information for the business service"	String
"BQ"	BQ Commission Terms Instance Record	Commission Terms Service Work Product	"Documentation, meeting schedules, notes, reasearch. calculations and any other work products produced by the business service"	String
"BQ"	BQ Commission Terms Instance Record	Commission Terms Service Name	""	String
